destination_id,destination_name,severity,issue_category,recommended_action,status
BV-ASI-0060,"Group of four MaidansCharaideo, Sibasagar",HIGH,Missing field-level provenance for city/state/coordinates/category,Retain as UNVERIFIED; add primary or official source per field before public factual claims.,OPEN
BV-ASI-0060,"Group of four MaidansCharaideo, Sibasagar",HIGH,No destination-level women-safety evidence,"Keep all safety fields NULL/Not Available; add only verified, dated sources.",OPEN
BV-ASI-0060,"Group of four MaidansCharaideo, Sibasagar",HIGH,No destination-level accessibility evidence,Keep all accessibility fields NULL/Not Available; add site/operator evidence.,OPEN
BV-ASI-0060,"Group of four MaidansCharaideo, Sibasagar",MEDIUM,Visitor figures are 2019-20 and processed-source provenance is incomplete,Label the period in UI/API and obtain original ASI/MoT citation.,OPEN
BV-ASI-0060,"Group of four MaidansCharaideo, Sibasagar",MEDIUM,No defensible hidden-gem methodology,Keep hidden_gem_score NULL until documented source-backed indicators exist.,OPEN
BV-ASI-0060,"Group of four MaidansCharaideo, Sibasagar",MEDIUM,No exact normalized match in supplied CPM PDF extraction,"Manually inspect name variant, locality and district before marking CPM-list membership.",OPEN
BV-ASI-0061,"Group of monument, Royal Palace Mandu",HIGH,Missing field-level provenance for city/state/coordinates/category,Retain as UNVERIFIED; add primary or official source per field before public factual claims.,OPEN
BV-ASI-0061,"Group of monument, Royal Palace Mandu",HIGH,No destination-level women-safety evidence,"Keep all safety fields NULL/Not Available; add only verified, dated sources.",OPEN
BV-ASI-0061,"Group of monument, Royal Palace Mandu",HIGH,No destination-level accessibility evidence,Keep all accessibility fields NULL/Not Available; add site/operator evidence.,OPEN
BV-ASI-0061,"Group of monument, Royal Palace Mandu",MEDIUM,Visitor figures are 2019-20 and processed-source provenance is incomplete,Label the period in UI/API and obtain original ASI/MoT citation.,OPEN
BV-ASI-0061,"Group of monument, Royal Palace Mandu",MEDIUM,No defensible hidden-gem methodology,Keep hidden_gem_score NULL until documented source-backed indicators exist.,OPEN
BV-ASI-0061,"Group of monument, Royal Palace Mandu",HIGH,Shared coordinates with another destination,Review location precision and site-complex relationship; do not merge automatically.,OPEN
BV-ASI-0061,"Group of monument, Royal Palace Mandu",MEDIUM,No exact normalized match in supplied CPM PDF extraction,"Manually inspect name variant, locality and district before marking CPM-list membership.",OPEN
BV-ASI-0062,"Group of Monuments, Hampi",HIGH,Missing field-level provenance for city/state/coordinates/category,Retain as UNVERIFIED; add primary or official source per field before public factual claims.,OPEN
BV-ASI-0062,"Group of Monuments, Hampi",HIGH,No destination-level women-safety evidence,"Keep all safety fields NULL/Not Available; add only verified, dated sources.",OPEN
BV-ASI-0062,"Group of Monuments, Hampi",HIGH,No destination-level accessibility evidence,Keep all accessibility fields NULL/Not Available; add site/operator evidence.,OPEN
BV-ASI-0062,"Group of Monuments, Hampi",MEDIUM,Visitor figures are 2019-20 and processed-source provenance is incomplete,Label the period in UI/API and obtain original ASI/MoT citation.,OPEN
BV-ASI-0062,"Group of Monuments, Hampi",MEDIUM,No defensible hidden-gem methodology,Keep hidden_gem_score NULL until documented source-backed indicators exist.,OPEN
BV-ASI-0062,"Group of Monuments, Hampi",MEDIUM,No exact normalized match in supplied CPM PDF extraction,"Manually inspect name variant, locality and district before marking CPM-list membership.",OPEN
BV-ASI-0063,Group of Monuments Mamallapuram,HIGH,Missing field-level provenance for city/state/coordinates/category,Retain as UNVERIFIED; add primary or official source per field before public factual claims.,OPEN
BV-ASI-0063,Group of Monuments Mamallapuram,HIGH,No destination-level women-safety evidence,"Keep all safety fields NULL/Not Available; add only verified, dated sources.",OPEN
BV-ASI-0063,Group of Monuments Mamallapuram,HIGH,No destination-level accessibility evidence,Keep all accessibility fields NULL/Not Available; add site/operator evidence.,OPEN
BV-ASI-0063,Group of Monuments Mamallapuram,MEDIUM,Visitor figures are 2019-20 and processed-source provenance is incomplete,Label the period in UI/API and obtain original ASI/MoT citation.,OPEN
BV-ASI-0063,Group of Monuments Mamallapuram,MEDIUM,No defensible hidden-gem methodology,Keep hidden_gem_score NULL until documented source-backed indicators exist.,OPEN
BV-ASI-0063,Group of Monuments Mamallapuram,MEDIUM,No exact normalized match in supplied CPM PDF extraction,"Manually inspect name variant, locality and district before marking CPM-list membership.",OPEN
BV-ASI-0064,Group of Monuments (WH) Pattadakal,HIGH,Missing field-level provenance for city/state/coordinates/category,Retain as UNVERIFIED; add primary or official source per field before public factual claims.,OPEN
BV-ASI-0064,Group of Monuments (WH) Pattadakal,HIGH,No destination-level women-safety evidence,"Keep all safety fields NULL/Not Available; add only verified, dated sources.",OPEN
BV-ASI-0064,Group of Monuments (WH) Pattadakal,HIGH,No destination-level accessibility evidence,Keep all accessibility fields NULL/Not Available; add site/operator evidence.,OPEN
BV-ASI-0064,Group of Monuments (WH) Pattadakal,MEDIUM,Visitor figures are 2019-20 and processed-source provenance is incomplete,Label the period in UI/API and obtain original ASI/MoT citation.,OPEN
BV-ASI-0064,Group of Monuments (WH) Pattadakal,MEDIUM,No defensible hidden-gem methodology,Keep hidden_gem_score NULL until documented source-backed indicators exist.,OPEN
BV-ASI-0064,Group of Monuments (WH) Pattadakal,MEDIUM,No exact normalized match in supplied CPM PDF extraction,"Manually inspect name variant, locality and district before marking CPM-list membership.",OPEN
BV-ASI-0065,"Group of Temple Parameshvar shiv and Karan Temple, Amarkantak",HIGH,Missing field-level provenance for city/state/coordinates/category,Retain as UNVERIFIED; add primary or official source per field before public factual claims.,OPEN
BV-ASI-0065,"Group of Temple Parameshvar shiv and Karan Temple, Amarkantak",HIGH,No destination-level women-safety evidence,"Keep all safety fields NULL/Not Available; add only verified, dated sources.",OPEN
BV-ASI-0065,"Group of Temple Parameshvar shiv and Karan Temple, Amarkantak",HIGH,No destination-level accessibility evidence,Keep all accessibility fields NULL/Not Available; add site/operator evidence.,OPEN
BV-ASI-0065,"Group of Temple Parameshvar shiv and Karan Temple, Amarkantak",MEDIUM,Visitor figures are 2019-20 and processed-source provenance is incomplete,Label the period in UI/API and obtain original ASI/MoT citation.,OPEN
BV-ASI-0065,"Group of Temple Parameshvar shiv and Karan Temple, Amarkantak",MEDIUM,No defensible hidden-gem methodology,Keep hidden_gem_score NULL until documented source-backed indicators exist.,OPEN
BV-ASI-0065,"Group of Temple Parameshvar shiv and Karan Temple, Amarkantak",MEDIUM,No exact normalized match in supplied CPM PDF extraction,"Manually inspect name variant, locality and district before marking CPM-list membership.",OPEN
BV-ASI-0066,"Group of Temples at kiramchi, District Udhampur",HIGH,Missing field-level provenance for city/state/coordinates/category,Retain as UNVERIFIED; add primary or official source per field before public factual claims.,OPEN
BV-ASI-0066,"Group of Temples at kiramchi, District Udhampur",HIGH,No destination-level women-safety evidence,"Keep all safety fields NULL/Not Available; add only verified, dated sources.",OPEN
BV-ASI-0066,"Group of Temples at kiramchi, District Udhampur",HIGH,No destination-level accessibility evidence,Keep all accessibility fields NULL/Not Available; add site/operator evidence.,OPEN
BV-ASI-0066,"Group of Temples at kiramchi, District Udhampur",MEDIUM,Visitor figures are 2019-20 and processed-source provenance is incomplete,Label the period in UI/API and obtain original ASI/MoT citation.,OPEN
BV-ASI-0066,"Group of Temples at kiramchi, District Udhampur",MEDIUM,No defensible hidden-gem methodology,Keep hidden_gem_score NULL until documented source-backed indicators exist.,OPEN
BV-ASI-0066,"Group of Temples at kiramchi, District Udhampur",MEDIUM,No exact normalized match in supplied CPM PDF extraction,"Manually inspect name variant, locality and district before marking CPM-list membership.",OPEN
BV-ASI-0067,"Gupta Temple & Varah Temple, Deogarh",HIGH,Missing field-level provenance for city/state/coordinates/category,Retain as UNVERIFIED; add primary or official source per field before public factual claims.,OPEN
BV-ASI-0067,"Gupta Temple & Varah Temple, Deogarh",HIGH,No destination-level women-safety evidence,"Keep all safety fields NULL/Not Available; add only verified, dated sources.",OPEN
BV-ASI-0067,"Gupta Temple & Varah Temple, Deogarh",HIGH,No destination-level accessibility evidence,Keep all accessibility fields NULL/Not Available; add site/operator evidence.,OPEN
BV-ASI-0067,"Gupta Temple & Varah Temple, Deogarh",MEDIUM,Visitor figures are 2019-20 and processed-source provenance is incomplete,Label the period in UI/API and obtain original ASI/MoT citation.,OPEN
BV-ASI-0067,"Gupta Temple & Varah Temple, Deogarh",MEDIUM,No defensible hidden-gem methodology,Keep hidden_gem_score NULL until documented source-backed indicators exist.,OPEN
BV-ASI-0067,"Gupta Temple & Varah Temple, Deogarh",MEDIUM,No exact normalized match in supplied CPM PDF extraction,"Manually inspect name variant, locality and district before marking CPM-list membership.",OPEN
BV-ASI-0068,Gwalior Fort,HIGH,Missing field-level provenance for city/state/coordinates/category,Retain as UNVERIFIED; add primary or official source per field before public factual claims.,OPEN
BV-ASI-0068,Gwalior Fort,HIGH,No destination-level women-safety evidence,"Keep all safety fields NULL/Not Available; add only verified, dated sources.",OPEN
BV-ASI-0068,Gwalior Fort,HIGH,No destination-level accessibility evidence,Keep all accessibility fields NULL/Not Available; add site/operator evidence.,OPEN
BV-ASI-0068,Gwalior Fort,MEDIUM,Visitor figures are 2019-20 and processed-source provenance is incomplete,Label the period in UI/API and obtain original ASI/MoT citation.,OPEN
BV-ASI-0068,Gwalior Fort,MEDIUM,No defensible hidden-gem methodology,Keep hidden_gem_score NULL until documented source-backed indicators exist.,OPEN
BV-ASI-0069,Hauzkhas,HIGH,Missing field-level provenance for city/state/coordinates/category,Retain as UNVERIFIED; add primary or official source per field before public factual claims.,OPEN
BV-ASI-0069,Hauzkhas,HIGH,No destination-level women-safety evidence,"Keep all safety fields NULL/Not Available; add only verified, dated sources.",OPEN
BV-ASI-0069,Hauzkhas,HIGH,No destination-level accessibility evidence,Keep all accessibility fields NULL/Not Available; add site/operator evidence.,OPEN
BV-ASI-0069,Hauzkhas,MEDIUM,Visitor figures are 2019-20 and processed-source provenance is incomplete,Label the period in UI/API and obtain original ASI/MoT citation.,OPEN
BV-ASI-0069,Hauzkhas,MEDIUM,No defensible hidden-gem methodology,Keep hidden_gem_score NULL until documented source-backed indicators exist.,OPEN
BV-ASI-0070,Hazarduari Palace,HIGH,Missing field-level provenance for city/state/coordinates/category,Retain as UNVERIFIED; add primary or official source per field before public factual claims.,OPEN
BV-ASI-0070,Hazarduari Palace,HIGH,No destination-level women-safety evidence,"Keep all safety fields NULL/Not Available; add only verified, dated sources.",OPEN
BV-ASI-0070,Hazarduari Palace,HIGH,No destination-level accessibility evidence,Keep all accessibility fields NULL/Not Available; add site/operator evidence.,OPEN
BV-ASI-0070,Hazarduari Palace,MEDIUM,Visitor figures are 2019-20 and processed-source provenance is incomplete,Label the period in UI/API and obtain original ASI/MoT citation.,OPEN
BV-ASI-0070,Hazarduari Palace,MEDIUM,No defensible hidden-gem methodology,Keep hidden_gem_score NULL until documented source-backed indicators exist.,OPEN
BV-ASI-0071,Hoshang Shah's Tomb,HIGH,Missing field-level provenance for city/state/coordinates/category,Retain as UNVERIFIED; add primary or official source per field before public factual claims.,OPEN
BV-ASI-0071,Hoshang Shah's Tomb,HIGH,No destination-level women-safety evidence,"Keep all safety fields NULL/Not Available; add only verified, dated sources.",OPEN
BV-ASI-0071,Hoshang Shah's Tomb,HIGH,No destination-level accessibility evidence,Keep all accessibility fields NULL/Not Available; add site/operator evidence.,OPEN
BV-ASI-0071,Hoshang Shah's Tomb,MEDIUM,Visitor figures are 2019-20 and processed-source provenance is incomplete,Label the period in UI/API and obtain original ASI/MoT citation.,OPEN
BV-ASI-0071,Hoshang Shah's Tomb,MEDIUM,No defensible hidden-gem methodology,Keep hidden_gem_score NULL until documented source-backed indicators exist.,OPEN
BV-ASI-0071,Hoshang Shah's Tomb,HIGH,Shared coordinates with another destination,Review location precision and site-complex relationship; do not merge automatically.,OPEN
BV-ASI-0071,Hoshang Shah's Tomb,MEDIUM,No exact normalized match in supplied CPM PDF extraction,"Manually inspect name variant, locality and district before marking CPM-list membership.",OPEN
BV-ASI-0072,Humayun Tomb,HIGH,Missing field-level provenance for city/state/coordinates/category,Retain as UNVERIFIED; add primary or official source per field before public factual claims.,OPEN
BV-ASI-0072,Humayun Tomb,HIGH,No destination-level women-safety evidence,"Keep all safety fields NULL/Not Available; add only verified, dated sources.",OPEN
BV-ASI-0072,Humayun Tomb,HIGH,No destination-level accessibility evidence,Keep all accessibility fields NULL/Not Available; add site/operator evidence.,OPEN
BV-ASI-0072,Humayun Tomb,MEDIUM,Visitor figures are 2019-20 and processed-source provenance is incomplete,Label the period in UI/API and obtain original ASI/MoT citation.,OPEN
BV-ASI-0072,Humayun Tomb,MEDIUM,No defensible hidden-gem methodology,Keep hidden_gem_score NULL until documented source-backed indicators exist.,OPEN
BV-ASI-0072,Humayun Tomb,MEDIUM,No exact normalized match in supplied CPM PDF extraction,"Manually inspect name variant, locality and district before marking CPM-list membership.",OPEN
BV-ASI-0073,"Ibrahim Rauza, Bijapur",HIGH,Missing field-level provenance for city/state/coordinates/category,Retain as UNVERIFIED; add primary or official source per field before public factual claims.,OPEN
BV-ASI-0073,"Ibrahim Rauza, Bijapur",HIGH,No destination-level women-safety evidence,"Keep all safety fields NULL/Not Available; add only verified, dated sources.",OPEN
BV-ASI-0073,"Ibrahim Rauza, Bijapur",HIGH,No destination-level accessibility evidence,Keep all accessibility fields NULL/Not Available; add site/operator evidence.,OPEN
BV-ASI-0073,"Ibrahim Rauza, Bijapur",MEDIUM,Visitor figures are 2019-20 and processed-source provenance is incomplete,Label the period in UI/API and obtain original ASI/MoT citation.,OPEN
BV-ASI-0073,"Ibrahim Rauza, Bijapur",MEDIUM,No defensible hidden-gem methodology,Keep hidden_gem_score NULL until documented source-backed indicators exist.,OPEN
BV-ASI-0073,"Ibrahim Rauza, Bijapur",MEDIUM,No exact normalized match in supplied CPM PDF extraction,"Manually inspect name variant, locality and district before marking CPM-list membership.",OPEN
BV-ASI-0074,Itimad-ud-Daulah-Tomb,HIGH,Missing field-level provenance for city/state/coordinates/category,Retain as UNVERIFIED; add primary or official source per field before public factual claims.,OPEN
BV-ASI-0074,Itimad-ud-Daulah-Tomb,HIGH,No destination-level women-safety evidence,"Keep all safety fields NULL/Not Available; add only verified, dated sources.",OPEN
BV-ASI-0074,Itimad-ud-Daulah-Tomb,HIGH,No destination-level accessibility evidence,Keep all accessibility fields NULL/Not Available; add site/operator evidence.,OPEN
BV-ASI-0074,Itimad-ud-Daulah-Tomb,MEDIUM,Visitor figures are 2019-20 and processed-source provenance is incomplete,Label the period in UI/API and obtain original ASI/MoT citation.,OPEN
BV-ASI-0074,Itimad-ud-Daulah-Tomb,MEDIUM,No defensible hidden-gem methodology,Keep hidden_gem_score NULL until documented source-backed indicators exist.,OPEN
BV-ASI-0074,Itimad-ud-Daulah-Tomb,MEDIUM,No exact normalized match in supplied CPM PDF extraction,"Manually inspect name variant, locality and district before marking CPM-list membership.",OPEN
BV-ASI-0075,"Jaina & Vaishnava Cave, Badami",HIGH,Missing field-level provenance for city/state/coordinates/category,Retain as UNVERIFIED; add primary or official source per field before public factual claims.,OPEN
BV-ASI-0075,"Jaina & Vaishnava Cave, Badami",HIGH,No destination-level women-safety evidence,"Keep all safety fields NULL/Not Available; add only verified, dated sources.",OPEN
BV-ASI-0075,"Jaina & Vaishnava Cave, Badami",HIGH,No destination-level accessibility evidence,Keep all accessibility fields NULL/Not Available; add site/operator evidence.,OPEN
BV-ASI-0075,"Jaina & Vaishnava Cave, Badami",MEDIUM,Visitor figures are 2019-20 and processed-source provenance is incomplete,Label the period in UI/API and obtain original ASI/MoT citation.,OPEN
BV-ASI-0075,"Jaina & Vaishnava Cave, Badami",MEDIUM,No defensible hidden-gem methodology,Keep hidden_gem_score NULL until documented source-backed indicators exist.,OPEN
BV-ASI-0075,"Jaina & Vaishnava Cave, Badami",MEDIUM,No exact normalized match in supplied CPM PDF extraction,"Manually inspect name variant, locality and district before marking CPM-list membership.",OPEN
BV-ASI-0076,"Janjira Fort, Murd",HIGH,Missing field-level provenance for city/state/coordinates/category,Retain as UNVERIFIED; add primary or official source per field before public factual claims.,OPEN
BV-ASI-0076,"Janjira Fort, Murd",HIGH,No destination-level women-safety evidence,"Keep all safety fields NULL/Not Available; add only verified, dated sources.",OPEN
BV-ASI-0076,"Janjira Fort, Murd",HIGH,No destination-level accessibility evidence,Keep all accessibility fields NULL/Not Available; add site/operator evidence.,OPEN
BV-ASI-0076,"Janjira Fort, Murd",MEDIUM,Visitor figures are 2019-20 and processed-source provenance is incomplete,Label the period in UI/API and obtain original ASI/MoT citation.,OPEN
BV-ASI-0076,"Janjira Fort, Murd",MEDIUM,No defensible hidden-gem methodology,Keep hidden_gem_score NULL until documented source-backed indicators exist.,OPEN
BV-ASI-0076,"Janjira Fort, Murd",MEDIUM,No exact normalized match in supplied CPM PDF extraction,"Manually inspect name variant, locality and district before marking CPM-list membership.",OPEN
BV-ASI-0077,Jantar Mantar,HIGH,Missing field-level provenance for city/state/coordinates/category,Retain as UNVERIFIED; add primary or official source per field before public factual claims.,OPEN
BV-ASI-0077,Jantar Mantar,HIGH,No destination-level women-safety evidence,"Keep all safety fields NULL/Not Available; add only verified, dated sources.",OPEN
BV-ASI-0077,Jantar Mantar,HIGH,No destination-level accessibility evidence,Keep all accessibility fields NULL/Not Available; add site/operator evidence.,OPEN
BV-ASI-0077,Jantar Mantar,MEDIUM,Visitor figures are 2019-20 and processed-source provenance is incomplete,Label the period in UI/API and obtain original ASI/MoT citation.,OPEN
BV-ASI-0077,Jantar Mantar,MEDIUM,No defensible hidden-gem methodology,Keep hidden_gem_score NULL until documented source-backed indicators exist.,OPEN
BV-ASI-0078,Kalinjar Fort,HIGH,Missing field-level provenance for city/state/coordinates/category,Retain as UNVERIFIED; add primary or official source per field before public factual claims.,OPEN
BV-ASI-0078,Kalinjar Fort,HIGH,No destination-level women-safety evidence,"Keep all safety fields NULL/Not Available; add only verified, dated sources.",OPEN
BV-ASI-0078,Kalinjar Fort,HIGH,No destination-level accessibility evidence,Keep all accessibility fields NULL/Not Available; add site/operator evidence.,OPEN
BV-ASI-0078,Kalinjar Fort,MEDIUM,Visitor figures are 2019-20 and processed-source provenance is incomplete,Label the period in UI/API and obtain original ASI/MoT citation.,OPEN
BV-ASI-0078,Kalinjar Fort,MEDIUM,No defensible hidden-gem methodology,Keep hidden_gem_score NULL until documented source-backed indicators exist.,OPEN
BV-ASI-0079,"Kareghar of Ahom Kings, Sibasagar",HIGH,Missing field-level provenance for city/state/coordinates/category,Retain as UNVERIFIED; add primary or official source per field before public factual claims.,OPEN
BV-ASI-0079,"Kareghar of Ahom Kings, Sibasagar",HIGH,No destination-level women-safety evidence,"Keep all safety fields NULL/Not Available; add only verified, dated sources.",OPEN
BV-ASI-0079,"Kareghar of Ahom Kings, Sibasagar",HIGH,No destination-level accessibility evidence,Keep all accessibility fields NULL/Not Available; add site/operator evidence.,OPEN
BV-ASI-0079,"Kareghar of Ahom Kings, Sibasagar",MEDIUM,Visitor figures are 2019-20 and processed-source provenance is incomplete,Label the period in UI/API and obtain original ASI/MoT citation.,OPEN
BV-ASI-0079,"Kareghar of Ahom Kings, Sibasagar",MEDIUM,No defensible hidden-gem methodology,Keep hidden_gem_score NULL until documented source-backed indicators exist.,OPEN
BV-ASI-0079,"Kareghar of Ahom Kings, Sibasagar",MEDIUM,No exact normalized match in supplied CPM PDF extraction,"Manually inspect name variant, locality and district before marking CPM-list membership.",OPEN
BV-ASI-0080,Keshava Temple,HIGH,Missing field-level provenance for city/state/coordinates/category,Retain as UNVERIFIED; add primary or official source per field before public factual claims.,OPEN
BV-ASI-0080,Keshava Temple,HIGH,No destination-level women-safety evidence,"Keep all safety fields NULL/Not Available; add only verified, dated sources.",OPEN
BV-ASI-0080,Keshava Temple,HIGH,No destination-level accessibility evidence,Keep all accessibility fields NULL/Not Available; add site/operator evidence.,OPEN
BV-ASI-0080,Keshava Temple,MEDIUM,Visitor figures are 2019-20 and processed-source provenance is incomplete,Label the period in UI/API and obtain original ASI/MoT citation.,OPEN
BV-ASI-0080,Keshava Temple,MEDIUM,No defensible hidden-gem methodology,Keep hidden_gem_score NULL until documented source-backed indicators exist.,OPEN
BV-ASI-0080,Keshava Temple,MEDIUM,No exact normalized match in supplied CPM PDF extraction,"Manually inspect name variant, locality and district before marking CPM-list membership.",OPEN
BV-ASI-0081,Khan-I-Khana,HIGH,Missing field-level provenance for city/state/coordinates/category,Retain as UNVERIFIED; add primary or official source per field before public factual claims.,OPEN
BV-ASI-0081,Khan-I-Khana,HIGH,No destination-level women-safety evidence,"Keep all safety fields NULL/Not Available; add only verified, dated sources.",OPEN
BV-ASI-0081,Khan-I-Khana,HIGH,No destination-level accessibility evidence,Keep all accessibility fields NULL/Not Available; add site/operator evidence.,OPEN
BV-ASI-0081,Khan-I-Khana,MEDIUM,Visitor figures are 2019-20 and processed-source provenance is incomplete,Label the period in UI/API and obtain original ASI/MoT citation.,OPEN
BV-ASI-0081,Khan-I-Khana,MEDIUM,No defensible hidden-gem methodology,Keep hidden_gem_score NULL until documented source-backed indicators exist.,OPEN
BV-ASI-0082,"Kolaba Fort, Alibag",HIGH,Missing field-level provenance for city/state/coordinates/category,Retain as UNVERIFIED; add primary or official source per field before public factual claims.,OPEN
BV-ASI-0082,"Kolaba Fort, Alibag",HIGH,No destination-level women-safety evidence,"Keep all safety fields NULL/Not Available; add only verified, dated sources.",OPEN
BV-ASI-0082,"Kolaba Fort, Alibag",HIGH,No destination-level accessibility evidence,Keep all accessibility fields NULL/Not Available; add site/operator evidence.,OPEN
BV-ASI-0082,"Kolaba Fort, Alibag",MEDIUM,Visitor figures are 2019-20 and processed-source provenance is incomplete,Label the period in UI/API and obtain original ASI/MoT citation.,OPEN
BV-ASI-0082,"Kolaba Fort, Alibag",MEDIUM,No defensible hidden-gem methodology,Keep hidden_gem_score NULL until documented source-backed indicators exist.,OPEN
BV-ASI-0082,"Kolaba Fort, Alibag",MEDIUM,No exact normalized match in supplied CPM PDF extraction,"Manually inspect name variant, locality and district before marking CPM-list membership.",OPEN
BV-ASI-0083,Kondiote Caves,HIGH,Missing field-level provenance for city/state/coordinates/category,Retain as UNVERIFIED; add primary or official source per field before public factual claims.,OPEN
BV-ASI-0083,Kondiote Caves,HIGH,No destination-level women-safety evidence,"Keep all safety fields NULL/Not Available; add only verified, dated sources.",OPEN
BV-ASI-0083,Kondiote Caves,HIGH,No destination-level accessibility evidence,Keep all accessibility fields NULL/Not Available; add site/operator evidence.,OPEN
BV-ASI-0083,Kondiote Caves,MEDIUM,Visitor figures are 2019-20 and processed-source provenance is incomplete,Label the period in UI/API and obtain original ASI/MoT citation.,OPEN
BV-ASI-0083,Kondiote Caves,MEDIUM,No defensible hidden-gem methodology,Keep hidden_gem_score NULL until documented source-backed indicators exist.,OPEN
BV-ASI-0083,Kondiote Caves,MEDIUM,No exact normalized match in supplied CPM PDF extraction,"Manually inspect name variant, locality and district before marking CPM-list membership.",OPEN
BV-ASI-0084,Kotla Feroz Shah,HIGH,Missing field-level provenance for city/state/coordinates/category,Retain as UNVERIFIED; add primary or official source per field before public factual claims.,OPEN
BV-ASI-0084,Kotla Feroz Shah,HIGH,No destination-level women-safety evidence,"Keep all safety fields NULL/Not Available; add only verified, dated sources.",OPEN
BV-ASI-0084,Kotla Feroz Shah,HIGH,No destination-level accessibility evidence,Keep all accessibility fields NULL/Not Available; add site/operator evidence.,OPEN
BV-ASI-0084,Kotla Feroz Shah,MEDIUM,Visitor figures are 2019-20 and processed-source provenance is incomplete,Label the period in UI/API and obtain original ASI/MoT citation.,OPEN
BV-ASI-0084,Kotla Feroz Shah,MEDIUM,No defensible hidden-gem methodology,Keep hidden_gem_score NULL until documented source-backed indicators exist.,OPEN
BV-ASI-0084,Kotla Feroz Shah,MEDIUM,No exact normalized match in supplied CPM PDF extraction,"Manually inspect name variant, locality and district before marking CPM-list membership.",OPEN
BV-ASI-0085,Kumbhalgarh Fort,HIGH,Missing field-level provenance for city/state/coordinates/category,Retain as UNVERIFIED; add primary or official source per field before public factual claims.,OPEN
BV-ASI-0085,Kumbhalgarh Fort,HIGH,No destination-level women-safety evidence,"Keep all safety fields NULL/Not Available; add only verified, dated sources.",OPEN
BV-ASI-0085,Kumbhalgarh Fort,HIGH,No destination-level accessibility evidence,Keep all accessibility fields NULL/Not Available; add site/operator evidence.,OPEN
BV-ASI-0085,Kumbhalgarh Fort,MEDIUM,Visitor figures are 2019-20 and processed-source provenance is incomplete,Label the period in UI/API and obtain original ASI/MoT citation.,OPEN
BV-ASI-0085,Kumbhalgarh Fort,MEDIUM,No defensible hidden-gem methodology,Keep hidden_gem_score NULL until documented source-backed indicators exist.,OPEN
BV-ASI-0085,Kumbhalgarh Fort,MEDIUM,No exact normalized match in supplied CPM PDF extraction,"Manually inspect name variant, locality and district before marking CPM-list membership.",OPEN
BV-ASI-0086,Lohgad Fort,HIGH,Missing field-level provenance for city/state/coordinates/category,Retain as UNVERIFIED; add primary or official source per field before public factual claims.,OPEN
BV-ASI-0086,Lohgad Fort,HIGH,No destination-level women-safety evidence,"Keep all safety fields NULL/Not Available; add only verified, dated sources.",OPEN
BV-ASI-0086,Lohgad Fort,HIGH,No destination-level accessibility evidence,Keep all accessibility fields NULL/Not Available; add site/operator evidence.,OPEN
BV-ASI-0086,Lohgad Fort,MEDIUM,Visitor figures are 2019-20 and processed-source provenance is incomplete,Label the period in UI/API and obtain original ASI/MoT citation.,OPEN
BV-ASI-0086,Lohgad Fort,MEDIUM,No defensible hidden-gem methodology,Keep hidden_gem_score NULL until documented source-backed indicators exist.,OPEN
BV-ASI-0086,Lohgad Fort,MEDIUM,No exact normalized match in supplied CPM PDF extraction,"Manually inspect name variant, locality and district before marking CPM-list membership.",OPEN
BV-ASI-0087,Lord Cornwallis Tomb,HIGH,Missing field-level provenance for city/state/coordinates/category,Retain as UNVERIFIED; add primary or official source per field before public factual claims.,OPEN
BV-ASI-0087,Lord Cornwallis Tomb,HIGH,No destination-level women-safety evidence,"Keep all safety fields NULL/Not Available; add only verified, dated sources.",OPEN
BV-ASI-0087,Lord Cornwallis Tomb,HIGH,No destination-level accessibility evidence,Keep all accessibility fields NULL/Not Available; add site/operator evidence.,OPEN
BV-ASI-0087,Lord Cornwallis Tomb,MEDIUM,Visitor figures are 2019-20 and processed-source provenance is incomplete,Label the period in UI/API and obtain original ASI/MoT citation.,OPEN
BV-ASI-0087,Lord Cornwallis Tomb,MEDIUM,No defensible hidden-gem methodology,Keep hidden_gem_score NULL until documented source-backed indicators exist.,OPEN
BV-ASI-0088,Marble Pavillion and balustrade on the Ana Sagar bund and ruins of the marble Hammam Behind the Ana sagar Bund,HIGH,Missing field-level provenance for city/state/coordinates/category,Retain as UNVERIFIED; add primary or official source per field before public factual claims.,OPEN
BV-ASI-0088,Marble Pavillion and balustrade on the Ana Sagar bund and ruins of the marble Hammam Behind the Ana sagar Bund,HIGH,No destination-level women-safety evidence,"Keep all safety fields NULL/Not Available; add only verified, dated sources.",OPEN
BV-ASI-0088,Marble Pavillion and balustrade on the Ana Sagar bund and ruins of the marble Hammam Behind the Ana sagar Bund,HIGH,No destination-level accessibility evidence,Keep all accessibility fields NULL/Not Available; add site/operator evidence.,OPEN
BV-ASI-0088,Marble Pavillion and balustrade on the Ana Sagar bund and ruins of the marble Hammam Behind the Ana sagar Bund,MEDIUM,Visitor figures are 2019-20 and processed-source provenance is incomplete,Label the period in UI/API and obtain original ASI/MoT citation.,OPEN
BV-ASI-0088,Marble Pavillion and balustrade on the Ana Sagar bund and ruins of the marble Hammam Behind the Ana sagar Bund,MEDIUM,No defensible hidden-gem methodology,Keep hidden_gem_score NULL until documented source-backed indicators exist.,OPEN
